symbol	hgnc_id	expected_all	observed_all	dne_all_p	info_all	mutation_category	events_n	dist	probability	dnn_p	expected_mis	observed_mis	dne_mis_p	info_mis	com_p	min_p
LRP4	6696	1.31506420430868	1.62717439204981	0.289975172833453	1171434534|probability of observing >= 32 mutations is too small	missense	6	1322.7	0.483915516084484	0.483915516084484	0.979009562736025	1.62617439204982	0.103694341913692	1171434534|probability of observing >= 32 mutations is too small	0.200323430311949	0.200323430311949
LRP5	6697	1.14433416948549	0.639910334144479	1	0|observed < expected, pvalue set at 1	missense	3	406.5	0.0854039145960854	0.0854039145960854	0.912114505403995	0.638910334144479	1	0|observed < expected, pvalue set at 1	0.295528575235642	0.295528575235642
LRP6	6698	1.02452040373572	1.66345158503798	0.148766408248112	1096270525|probability of observing >= 26 mutations is too small	missense	5	921.6	0.301378698621301	0.301378698621301	0.629580900676063	1.01443730792903	0.162719028323304	1096270525|probability of observing >= 26 mutations is too small	0.19690158287161	0.148766408248112
LRP8	6700	1.0801942376502	0.529688305836374	1	0|observed < expected, pvalue set at 1	missense	3	736.5	0.527358472641527	0.527358472641527	0.804781822742164	0.529688305836374	1	0|observed < expected, pvalue set at 1	0.864801842397178	0.864801842397178
LRPAP1	6701	0.19621562072109	0.48052158791498	0.106167846087341	603316173|probability of observing >= 17 mutations is too small	missense	4	426.6	0.917169082830917	0.917169082830917	0.148088185767778	0.48052158791498	0.0444010201187606	603316173|probability of observing >= 17 mutations is too small	0.17107656262972	0.106167846087341
LRR1	19742	0.192933992996735	0.257402821132627	0.302989202297676	408152388|probability of observing >= 15 mutations is too small	NA	NA	NA	NA	NA	0.123356674331905	0.257402821132627	0.207009732195301	408152388|probability of observing >= 15 mutations is too small	NA	0.302989202297676
LRRC10	20264	0.124795671935063	0.421005083859217	0.0717763521473049	332189511|probability of observing >= 14 mutations is too small	missense	2	651.0	0.943380056619943	0.943380056619943	0.100076356929541	0.421005083859217	0.0351263127756595	332189511|probability of observing >= 14 mutations is too small	0.146039808894589	0.0717763521473049
LRRC10B	37215	0.279537891012639	0.0990839967000696	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.24644669171531	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	1
LRRC14	20419	0.202965402944211	0.10682719900526	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.145271215632672	0.10682719900526	1	0|observed < expected, pvalue set at 1	NA	1
LRRC14B	37268	0.235353815816639	0.274779332950322	0.335127180195592	794512000|probability of observing >= 19 mutations is too small	missense	2	960.0	0.874204125795874	0.874204125795874	0.179484749292172	0.274779332950322	0.249795399362359	794512000|probability of observing >= 19 mutations is too small	0.550637319444395	0.335127180195592
LRRC15	20818	0.210310478621866	0.151076428668361	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.151396130371878	0.150076428668361	1	0|observed < expected, pvalue set at 1	NA	1
LRRC18	23199	0.101460724869543	0.001	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.0847901185602039	0	1	0|observed < expected, pvalue set at 1	NA	1
LRRC2	14676	0.138677589090822	0.275084991801679	0.173014593298203	342880904|probability of observing >= 14 mutations is too small	NA	NA	NA	NA	NA	0.0982060028302347	0.275084991801679	0.104927613172367	342880904|probability of observing >= 14 mutations is too small	NA	0.173014593298203
LRRC20	23421	0.0994758667171813	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.0778707447498351	0.0980839967000696	0.364176831061306	260897562|probability of observing >= 13 mutations is too small	NA	1
LRRC24	28947	0.395750532445839	1.37609730207002	0.0108239988503633	935450011|probability of observing >= 22 mutations is too small	NA	NA	NA	NA	NA	0.321796146378915	0.286067321857619	1	0|observed < expected, pvalue set at 1	NA	0.0108239988503633
LRRC26	31409	0.185643061625926	0.0990839967000696	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.149757526680158	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	1
LRRC27	29346	0.247200320314482	0.42112069229006	0.188128032237131	706733056|probability of observing >= 18 mutations is too small	missense	4	461.8,nan	0.683558316441684	0.683558316441684	0.133927430344284	0.42112069229006	0.0290015752662495	706733056|probability of observing >= 18 mutations is too small	0.097552218022712	0.097552218022712
LRRC28	28355	0.204954204795292	0.001	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.132555714040143	0	1	0|observed < expected, pvalue set at 1	NA	1
LRRC29	13605	0.154533684217334	0.002	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.0910165604783668	0	1	0|observed < expected, pvalue set at 1	NA	1
LRRC3	14965	0.122787364473451	0.258339144992543	0.172776881171372	410646069|probability of observing >= 15 mutations is too small	NA	NA	NA	NA	NA	0.102013489693371	0.258339144992543	0.141298190586383	410646069|probability of observing >= 15 mutations is too small	NA	0.172776881171372
LRRC31	26261	0.166116179135464	0.284960176480525	0.189773246593445	490012284|probability of observing >= 16 mutations is too small	missense	2	886.0	0.77974822025178	0.77974822025178	0.0937389950454191	0.284960176480525	0.0724653933046659	490012284|probability of observing >= 16 mutations is too small	0.218867259128857	0.189773246593445
LRRC34	28408	0.172454300541077	0.197167993400139	0.328747409491119	463890656|probability of observing >= 15 mutations is too small	missense	2	1193.0	0.963938036061964	0.963938036061964	0.10880155788263	0.196167993400139	0.252692035099563	463890656|probability of observing >= 15 mutations is too small	0.587589675915735	0.328747409491119
LRRC36	25615	0.293622579501896	0.210732556906652	1	0|observed < expected, pvalue set at 1	missense	2	173.0	0.144899855100145	0.144899855100145	0.193985359567928	0.209732556906652	0.410073823111464	710246398|probability of observing >= 18 mutations is too small	0.227169029134903	0.227169029134903
LRRC38	27005	0.169270569316134	0.0990839967000696	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.135345708797847	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	1
LRRC3C	40034	0.115030177526065	0.647014277108956	0.0357653996710301	347730350|probability of observing >= 14 mutations is too small	NA	NA	NA	NA	NA	0.0824558398550138	0	1	0|observed < expected, pvalue set at 1	NA	0.0357653996710301
LRRC4	15586	0.273932681014689	0.843182270509095	0.0474065848342927	774572802|probability of observing >= 19 mutations is too small	missense	2	19.0	0.021982978017022	0.021982978017022	0.194890164757643	0.196167993400139	0.460656295850735	774572802|probability of observing >= 19 mutations is too small	0.0566339056439708	0.0474065848342927
LRRC40	26004	0.274833059230242	0.443015703103442	0.233328636056523	587556441|probability of observing >= 17 mutations is too small	NA	NA	NA	NA	NA	0.164848365641501	0	1	0|observed < expected, pvalue set at 1	NA	0.233328636056523
LRRC41	16917	0.779048479639071	0.45049858566667	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.547079889137069	0.45049858566667	1	0|observed < expected, pvalue set at 1	NA	1
LRRC43	28562	0.302040525691477	0.0990839967000696	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.213901310710863	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	1
LRRC45	28302	0.385803199378117	0.372707609395247	1	0|observed < expected, pvalue set at 1	missense	3	1018.6	0.94974405025595	0.94974405025595	0.262385895230891	0.372707609395247	0.278493412390529	890699511|probability of observing >= 21 mutations is too small	0.616258884261421	0.616258884261421
LRRC46	25047	0.130651257938899	0.443015703103442	0.0817460421411421	332525490|probability of observing >= 14 mutations is too small	NA	NA	NA	NA	NA	0.0776343063659753	0	1	0|observed < expected, pvalue set at 1	NA	0.0817460421411421
LRRC47	29207	0.404021693312682	0.212488971215406	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.335570501666155	0.211488971215406	1	0|observed < expected, pvalue set at 1	NA	1
LRRC49	25965	0.34041448273816	0.544824106151564	0.223301023194367	707950750|probability of observing >= 18 mutations is too small	missense	4	434.8	0.366725633274367	0.366725633274367	0.224726928514374	0.544824106151564	0.0832992542054979	707950750|probability of observing >= 18 mutations is too small	0.137113257231015	0.137113257231015
LRRC4B	25042	0.946934135070643	0.712974262779192	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.877098956257651	0.710974262779192	1	0|observed < expected, pvalue set at 1	NA	1
LRRC4C	29317	0.4079468252567	0.928361503042808	0.116311612953848	632003118|probability of observing >= 17 mutations is too small	missense	3	577.4,nan,nan,nan	0.616893383106617	0.616893383106617	0.288833495257923	0.927361503042808	0.036854517946571	632003118|probability of observing >= 17 mutations is too small	0.108761989143882	0.108761989143882
LRRC52	32156	0.122068323071628	0.196167993400139	0.246260303216672	345416267|probability of observing >= 14 mutations is too small	missense	2	627.0	0.877150122849877	0.877150122849877	0.0800530692877557	0.196167993400139	0.177309488833044	345416267|probability of observing >= 14 mutations is too small	0.444952856503114	0.246260303216672
LRRC53	25255	0.382828548566697	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.237496753256349	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	1
LRRC55	32324	0.164984818554621	0.532647805719116	0.0777902317730956	411313899|probability of observing >= 15 mutations is too small	missense	3	340.0	0.698769301230699	0.698769301230699	0.116057839393253	0.531647805719116	0.0186150826673748	411313899|probability of observing >= 15 mutations is too small	0.0694896898468867	0.0694896898468867
LRRC56	25430	0.228878895990392	0.132625174214474	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.145291336187536	0.132625174214474	1	0|observed < expected, pvalue set at 1	NA	1
LRRC57	26719	0.168983848822899	0.684312162075319	0.0717572413913204	262534915|probability of observing >= 13 mutations is too small	NA	NA	NA	NA	NA	0.12709243192139	0.684312162075319	0.0529050203432836	262534915|probability of observing >= 13 mutations is too small	NA	0.0717572413913204
LRRC58	26968	0.224235385077265	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.167099733914212	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	1
LRRC61	21704	0.117043419821486	0.150231838009397	0.256678761484405	349200928|probability of observing >= 14 mutations is too small	NA	NA	NA	NA	NA	0.0752292659332297	0.149231838009397	0.190449907407268	349200928|probability of observing >= 14 mutations is too small	NA	0.256678761484405
LRRC63	34296	0.217383437704462	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.122960217521944	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	1
LRRC66	34299	0.229336921203625	0.196167993400139	1	0|observed < expected, pvalue set at 1	missense	2	1200.0	0.746297253702746	0.746297253702746	0.153061019343081	0.196167993400139	0.433499116350531	808815871|probability of observing >= 20 mutations is too small	0.688609587116326	0.688609587116326
LRRC7	18531	1.53098619854073	1.46369613413766	1	0|observed < expected, pvalue set at 1	missense	3	2136.4	0.91005408994591	0.91005408994591	1.09595733206874	1.46169613413766	0.289569897649569	1072329541|probability of observing >= 25 mutations is too small	0.614962820951252	0.614962820951252
LRRC70	35155	0.181162111829483	0.0990839967000696	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.102532815785184	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	1
LRRC71	26556	0.306318684660527	0.202047806187148	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.207856435354152	0.199047806187148	1	0|observed < expected, pvalue set at 1	NA	1
LRRC72	42972	0.123875449506755	0.498460937561723	0.0710899086656798	282881805|probability of observing >= 13 mutations is too small	NA	NA	NA	NA	NA	0.0638637496239388	0.0980839967000696	0.387986797159427	282881805|probability of observing >= 13 mutations is too small	NA	0.0710899086656798
LRRC73	21375	0.178047326634444	0.108623927603254	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.145596477060818	0.107623927603254	1	0|observed < expected, pvalue set at 1	NA	1
LRRC74A	23346	0.230321390198899	0.268506168435432	0.324228409255716	662031326|probability of observing >= 18 mutations is too small	missense	2	968.0	0.877380122619877	0.877380122619877	0.143204306705114	0.268506168435432	0.188637389001999	662031326|probability of observing >= 18 mutations is too small	0.463210809540601	0.324228409255716
LRRC75A	32403	0.251720178302114	0.202171390147872	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.200524308847943	0.202171390147872	0.462872450383823	582711126|probability of observing >= 17 mutations is too small	NA	1
LRRC8A	19027	0.40258774563944	0.182821472016856	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.309709955474995	0.181821472016856	1	0|observed < expected, pvalue set at 1	NA	1
LRRC8C	25075	0.331614745464099	0.250207712921501	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.212258960960149	0.249207712921501	0.375427899666809	738964002|probability of observing >= 19 mutations is too small	NA	1
LRRC8D	16992	0.323853883899492	0.277876502536926	1	0|observed < expected, pvalue set at 1	missense	2	482.0,nan	0.33983466016534	0.33983466016534	0.216149004503236	0.276876502536926	0.327567792848875	771614914|probability of observing >= 19 mutations is too small	0.355703517030206	0.355703517030206
LRRC8E	26272	0.346140662680484	0.247059772341408	1	0|observed < expected, pvalue set at 1	missense	2	1163.0	0.765489234510765	0.765489234510765	0.257448564000782	0.246059772341408	1	0|observed < expected, pvalue set at 1	0.970058675008493	0.970058675008493
LRRCC1	29373	0.40515212040631	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.235269064725999	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	1
LRRD1	34300	0.232179533010098	0.259223810639863	0.321199597541173	655566583|probability of observing >= 18 mutations is too small	missense	2	212.0,nan	0.155565844434156	0.155565844434156	0.14332184216379	0.258223810639863	0.193440175282162	655566583|probability of observing >= 18 mutations is too small	0.135521596461065	0.135521596461065
LRRFIP1	6702	0.561467129823152	0.001	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.393578756436659	0	1	0|observed < expected, pvalue set at 1	NA	1
LRRFIP2	6703	0.461267468281711	1.28107502175669	0.0465164501218688	721117099|probability of observing >= 18 mutations is too small	missense	3	744.5,nan	0.696849303150697	0.696849303150697	0.247586181434915	0.635093883089537	0.0730919240480721	721117099|probability of observing >= 18 mutations is too small	0.202576125611536	0.0465164501218688
LRRIQ1	25708	0.590650448127488	1.05075213972981	0.148262729319483	1042271819|probability of observing >= 24 mutations is too small	missense	4	1343.0	0.557194442805557	0.557194442805557	0.290251055516024	0.40373786262085	0.256046440183311	1042271819|probability of observing >= 24 mutations is too small	0.420475452154204	0.148262729319483
LRRIQ3	28318	0.202161062741603	0.499460937561723	0.121370787328773	517416124|probability of observing >= 16 mutations is too small	NA	NA	NA	NA	NA	0.107851483895685	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	0.121370787328773
LRRIQ4	34298	0.190752861565519	0.285142919343883	0.235560571090699	606506770|probability of observing >= 17 mutations is too small	NA	NA	NA	NA	NA	0.134407584016105	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	0.235560571090699
LRRK1	18608	1.25748886660076	1.77565648858949	0.206077363551989	1184460766|probability of observing >= 34 mutations is too small	missense	5	780.6	0.0890569109430891	0.0890569109430891	0.966028921593236	1.76965648858949	0.0845087821330514	1184460766|probability of observing >= 34 mutations is too small	0.0443240064287546	0.0443240064287546
LRRK2	18618	1.27040956827564	1.71965959710318	0.242836289108833	1163667707|probability of observing >= 31 mutations is too small	missense	9	1152.9	0.0598179401820598	0.0598179401820598	0.774507280105493	1.71665959710318	0.0432905203525684	1163667707|probability of observing >= 31 mutations is too small	0.0180136105435762	0.0180136105435762
LRRN1	20980	0.303193688639407	0.556391856552955	0.185438304198985	707714431|probability of observing >= 18 mutations is too small	NA	NA	NA	NA	NA	0.214757344837025	0	1	0|observed < expected, pvalue set at 1	NA	0.185438304198985
LRRN2	16914	0.310592257815686	0.321997716955953	0.367973373475348	830079962|probability of observing >= 20 mutations is too small	missense	3	672.4,nan,nan	0.66995933004067	0.66995933004067	0.220579659509234	0.320997716955953	0.25964808006989	830079962|probability of observing >= 20 mutations is too small	0.478192744655163	0.367973373475348
LRRN4	16208	0.372439653226113	0.200827194782713	1	0|observed < expected, pvalue set at 1	missense	2	620.0	0.462629537370463	0.462629537370463	0.290408365193574	0.198827194782713	1	0|observed < expected, pvalue set at 1	0.819237653196137	0.819237653196137
LRRN4CL	33724	0.164056929308724	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.115350311617238	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	1
LRRTM1	19408	0.499933756035057	0.704952552541526	0.272354242584242	836629267|probability of observing >= 20 mutations is too small	missense	4	164.7,nan	0.0878419121580878	0.0878419121580878	0.378252912614641	0.704952552541526	0.166254696090561	836629267|probability of observing >= 20 mutations is too small	0.0763277703124528	0.0763277703124528
LRRTM2	19409	0.199250214767683	0.822778028043101	0.0322565251991908	524753563|probability of observing >= 16 mutations is too small	NA	NA	NA	NA	NA	0.115266612595973	0.175763750934145	0.280086577863412	524753563|probability of observing >= 16 mutations is too small	NA	0.0322565251991908
LRRTM3	19410	0.247959777194974	0.001	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.145210768409178	0	1	0|observed < expected, pvalue set at 1	NA	1
LRRTM4	19411	0.229895915147943	1.30907319994791	0.00398219838283813	597261720|probability of observing >= 17 mutations is too small	missense	3	328.8	0.313438686561313	0.313438686561313	0.144682291377071	0.661058922838958	0.00564523420324469	597261720|probability of observing >= 17 mutations is too small	0.0129825113723999	0.00398219838283813
LRSAM1	25135	0.44480882930656	0.648468587597823	0.250910799714426	848618841|probability of observing >= 20 mutations is too small	NA	NA	NA	NA	NA	0.287762322555181	0.24809164673617	1	0|observed < expected, pvalue set at 1	NA	0.250910799714426
LRTM1	25023	0.139276711710168	0.001	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.0821896064281817	0	1	0|observed < expected, pvalue set at 1	NA	1
LRTM2	32443	0.213208386225561	0.807566227323481	0.0344093598415048	530972718|probability of observing >= 16 mutations is too small	missense	3	217.7,nan,nan	0.353383646616353	0.353383646616353	0.154421638439914	0.806566227323481	0.00549239830185026	530972718|probability of observing >= 16 mutations is too small	0.014061199175651	0.014061199175651
LRTOMT	25033	0.31386728404757	0.366893764088955	0.331473876251586	685582499|probability of observing >= 18 mutations is too small	missense	2	nan,nan,nan,nan	NA	NA	0.197316424417492	0.366893764088955	0.182993471327499	685582499|probability of observing >= 18 mutations is too small	NA	0.331473876251586
LRWD1	21769	0.365951811233112	0.335202576736068	1	0|observed < expected, pvalue set at 1	missense	3	39.5	0.00714699285300715	0.00714699285300715	0.28199299308296	0.335202576736068	0.34138796205177	860881434|probability of observing >= 20 mutations is too small	0.0171178299940953	0.0171178299940953
LSAMP	6705	0.242361129251398	0.158126825355564	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.164882392056121	0.158126825355564	1	0|observed < expected, pvalue set at 1	NA	1
LSG1	25652	0.352919010366328	0.332983827088175	1	0|observed < expected, pvalue set at 1	missense	3	503.2	0.468738531261469	0.468738531261469	0.227810936579451	0.332983827088175	0.262786900085395	699402582|probability of observing >= 18 mutations is too small	0.381128830182542	0.381128830182542
LSM11	30860	0.245947260936476	0.384318288017349	0.240249008003341	632112249|probability of observing >= 17 mutations is too small	missense	2	475.0	0.718829281170719	0.718829281170719	0.181822085191963	0.384318288017349	0.147791016977588	632112249|probability of observing >= 17 mutations is too small	0.344428056274865	0.240249008003341
LSM12	26407	0.33983327650016	0.91220368714239	0.121066770889387	326079810|probability of observing >= 14 mutations is too small	NA	NA	NA	NA	NA	0.255407987325948	0	1	0|observed < expected, pvalue set at 1	NA	0.121066770889387
LSM14B	15887	0.388036944080011	0.275622780872351	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.284897220135856	0.275622780872351	1	0|observed < expected, pvalue set at 1	NA	1
LSM4	17259	0.187208802850499	0.001	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.126805613947059	0	1	0|observed < expected, pvalue set at 1	NA	1
LSM5	17162	0.0507067345958761	0.416582556926191	0.0277377805596756	96037038|probability of observing >= 9 mutations is too small	missense	3	61.0	0.389647610352389	0.389647610352389	0.0391786340592699	0.416582556926191	0.0166039705413136	96037038|probability of observing >= 9 mutations is too small	0.0390810221673035	0.0277377805596756
LSM6	17017	0.16954920735935	1.66581503382797	0.00682482537893367	96419505|probability of observing >= 9 mutations is too small	missense	2	105.0,nan	0.619361380638619	0.619361380638619	0.112537644046041	1.66581503382797	0.000592967878982497	96419505|probability of observing >= 9 mutations is too small	0.00327209222956631	0.00327209222956631
LSMEM1	22036	0.0578711527835218	0.001	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.0344479600874584	0	1	0|observed < expected, pvalue set at 1	NA	1
LSMEM2	26781	0.0805315949904926	0.155508315865862	0.178488329604218	218941245|probability of observing >= 12 mutations is too small	NA	NA	NA	NA	NA	0.0503518662199526	0.153508315865862	0.119782667517874	218941245|probability of observing >= 12 mutations is too small	NA	0.178488329604218
LSR	29572	0.411630840556132	0.747098273809026	0.150680534339169	951737267|probability of observing >= 22 mutations is too small	NA	NA	NA	NA	NA	0.309533677933889	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	0.150680534339169
LSS	6708	0.510146394674675	0.746098273809026	0.246645171360384	948965003|probability of observing >= 22 mutations is too small	NA	NA	NA	NA	NA	0.348570484689578	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	0.246645171360384
LTA	6709	0.107801549315863	0.750206890380706	0.0368414481230606	183306612|probability of observing >= 11 mutations is too small	NA	NA	NA	NA	NA	0.0752527565214107	0.750206890380706	0.00505369033983157	183306612|probability of observing >= 11 mutations is too small	NA	0.0368414481230606
LTA4H	6710	0.33771526351642	0.284553966414488	1	0|observed < expected, pvalue set at 1	missense	2	55.0	0.0672479327520672	0.0672479327520672	0.209981463721362	0.284553966414488	0.308213810248483	638098117|probability of observing >= 17 mutations is too small	0.101070443159959	0.101070443159959
LTB4R2	19260	0.271513832006973	0.384318288017349	0.261074833061507	763085479|probability of observing >= 19 mutations is too small	missense	2	135.0	0.226817773182227	0.226817773182227	0.210591971993118	0.384318288017349	0.179054765708362	763085479|probability of observing >= 19 mutations is too small	0.170722900207115	0.170722900207115
LTBP1	6714	0.947549268267914	2.03252747457759	0.0471347615200152	1143485803|probability of observing >= 29 mutations is too small	missense	7	1627.9	0.908173091826908	0.908173091826908	0.668487719719488	1.63015053371594	0.0291204852367709	1143485803|probability of observing >= 29 mutations is too small	0.122516673848513	0.0471347615200152
LTBP2	6715	1.11862900816745	0.258447468405252	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.838869637460455	0.256447468405252	1	0|observed < expected, pvalue set at 1	NA	1
LTBP3	6716	1.10658247257945	2.61635870599463	0.0216396398483209	1171838843|probability of observing >= 32 mutations is too small	missense	5	767.6	0.28009971990028	0.28009971990028	0.884634720320381	1.31933015177672	0.195158603578268	1171838843|probability of observing >= 32 mutations is too small	0.2135472676341	0.0216396398483209
LTBP4	6717	1.41504469080559	0.585449954650494	1	0|observed < expected, pvalue set at 1	missense	3	1457.5	0.594052405947594	0.594052405947594	1.07183772931307	0.584449954650494	1	0|observed < expected, pvalue set at 1	0.903427614700519	0.903427614700519
LTC4S	6719	0.119596904679053	0.620034683510943	0.0302475961351997	352645668|probability of observing >= 14 mutations is too small	missense	2	36.0	0.173645826354174	0.173645826354174	0.0913411895873072	0.21965774264929	0.168621160785094	352645668|probability of observing >= 14 mutations is too small	0.132664579219431	0.0302475961351997
LTF	6720	0.349677749007455	0.155378709881636	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.218640176044833	0.154378709881636	1	0|observed < expected, pvalue set at 1	NA	1
LTK	6721	0.577030652555614	0.824143841191284	0.255563648980073	1025812665|probability of observing >= 24 mutations is too small	missense	3	191.7	0.0890829109170891	0.0890829109170891	0.431062112031478	0.824143841191284	0.13729914444746	1025812665|probability of observing >= 24 mutations is too small	0.0660936851645086	0.0660936851645086
LTN1	13082	0.792465660751767	0.737105092363974	1	0|observed < expected, pvalue set at 1	missense	4	2147.4	0.907694092305908	0.907694092305908	0.497089431750125	0.736105092363974	0.214026454503346	1096304700|probability of observing >= 26 mutations is too small	0.512583524161089	0.512583524161089
LUC7L	6723	0.287063642259731	0.874128805583607	0.0523752285919595	574762439|probability of observing >= 17 mutations is too small	missense	3	163.0	0.300569699430301	0.300569699430301	0.197578040904585	0.473751864721954	0.109817359375747	574762439|probability of observing >= 17 mutations is too small	0.145597681545131	0.0523752285919595
LUC7L3	24309	0.845003623885149	1.08325725525515	0.30571385823004	696496064|probability of observing >= 18 mutations is too small	NA	NA	NA	NA	NA	0.516955303037044	0.171053568112758	1	0|observed < expected, pvalue set at 1	NA	0.30571385823004
LUM	6724	0.117930625229347	0.530157995851317	0.0428368892973471	280461470|probability of observing >= 13 mutations is too small	missense	2	513.0	0.742981257018743	0.742981257018743	0.0894599613112623	0.530157995851317	0.0110711264504341	280461470|probability of observing >= 13 mutations is too small	0.0477128153681969	0.0428368892973471
LURAP1	32327	0.136743775127191	0.138546762792487	0.32849322155257	296137979|probability of observing >= 13 mutations is too small	NA	NA	NA	NA	NA	0.0949563422338022	0.137546762792487	0.26608999907217	296137979|probability of observing >= 13 mutations is too small	NA	0.32849322155257
LURAP1L	31452	0.121591756580912	0.481634524943691	0.0654709963273859	288457778|probability of observing >= 13 mutations is too small	NA	NA	NA	NA	NA	0.0913189756649935	0.283235699467431	0.103148055042075	288457778|probability of observing >= 13 mutations is too small	NA	0.0654709963273859
LUZP1	14985	0.464110750489164	0.197167993400139	1	0|observed < expected, pvalue set at 1	missense	2	643.0,nan,nan	0.345085654914345	0.345085654914345	0.288634297380913	0.196167993400139	1	0|observed < expected, pvalue set at 1	0.712243891631132	0.712243891631132
LUZP4	24971	0.0543451362291166	0.0980839967000696	0.293663848803137	154839280|probability of observing >= 11 mutations is too small	NA	NA	NA	NA	NA	0.0292764740912571	0.0980839967000696	0.249165466574959	154839280|probability of observing >= 11 mutations is too small	NA	0.293663848803137
LY6D	13348	0.041029259763579	0.0980839967000696	0.254073977688084	150382806|probability of observing >= 11 mutations is too small	NA	NA	NA	NA	NA	0.0318703090461261	0.0980839967000696	0.235167909165891	150382806|probability of observing >= 11 mutations is too small	NA	0.254073977688084
LY6E	6727	0.163939429268272	1.04486317886324	0.0168515611591472	354327782|probability of observing >= 14 mutations is too small	NA	NA	NA	NA	NA	0.0910208729687813	0.132659491720849	0.23062808586114	354327782|probability of observing >= 14 mutations is too small	NA	0.0168515611591472
LY6G5B	13931	0.0790745925400477	0.0990839967000696	0.26100739650261	210374310|probability of observing >= 12 mutations is too small	NA	NA	NA	NA	NA	0.0464408556294641	0.0980839967000696	0.321234763623547	210374310|probability of observing >= 12 mutations is too small	NA	0.26100739650261
LY6G6C	13936	0.0537822778909073	0.170653642193515	0.132842893528752	123253747|probability of observing >= 10 mutations is too small	NA	NA	NA	NA	NA	0.03961375186441	0.170653642193515	0.104078324296013	123253747|probability of observing >= 10 mutations is too small	NA	0.132842893528752
LY6H	6728	0.0760741656286469	0.13709383662866	0.174551548479553	227586626|probability of observing >= 12 mutations is too small	NA	NA	NA	NA	NA	0.0470160703843564	0.13609383662866	0.121218264245697	227586626|probability of observing >= 12 mutations is too small	NA	0.174551548479553
LY6K	24225	0.123552834053371	0.19839882547626	0.177704026108222	422309420|probability of observing >= 15 mutations is too small	NA	NA	NA	NA	NA	0.0720223926744161	0	1	0|observed < expected, pvalue set at 1	NA	0.177704026108222
