symbol	hgnc_id	expected_all	observed_all	dne_all_p	info_all	probability	mutation_category	dnn_p	expected_mis	observed_mis	dne_mis_p	info_mis	com_p	min_p
GRM3	4595	0.958530570886567	1.37256610373701	0.266971702245162	831198702|probability of observing >= 20 mutations is too small	NA	missense	NA	0.772563284394741	0.460362416594621	1	0|observed < expected, pvalue set at 1	NA	0.266971702245162
GRM4	4596	0.542096648410431	0.756712350831397	0.255105882970811	1021499234|probability of observing >= 24 mutations is too small	0.339223660776339	missense	0.339223660776339	0.416593006816056	0.754712350831397	0.13468276293212	1021499234|probability of observing >= 24 mutations is too small	0.186676198133943	0.186676198133943
GRM5	4597	0.521564382886526	0.673540589121468	0.2970990146524	998883330|probability of observing >= 23 mutations is too small	0.462764537235463	missense	0.462764537235463	0.387869763224909	0.475141763645208	0.339453753905676	998883330|probability of observing >= 23 mutations is too small	0.44784833951339	0.2970990146524
GRM6	4598	0.514762148272533	0.265170419760529	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.405833810695435	0.265170419760529	1	0|observed < expected, pvalue set at 1	NA	1
GRM7	4599	0.734995517873958	0.577296628237597	1	0|observed < expected, pvalue set at 1	0.00932099067900932	missense	0.00932099067900932	0.543214231214225	0.577296628237597	0.395215397090046	877086613|probability of observing >= 21 mutations is too small	0.024327111517135	0.024327111517135
GRM8	4600	0.407426617643482	1.02750357241687	0.0693324837008108	778572779|probability of observing >= 19 mutations is too small	0.950908049091951	missense	0.950908049091951	0.262047292834736	0.487901483459467	0.171738419022561	778572779|probability of observing >= 19 mutations is too small	0.459240244746095	0.0693324837008108
GRN	4601	0.25730869809485	1.0920299802124	0.0143375640306957	626413467|probability of observing >= 17 mutations is too small	NA	missense	NA	0.170383251571261	0	1	0|observed < expected, pvalue set at 1	NA	0.0143375640306957
GRPEL2	21060	0.1082400884086	0.12775573228987	0.283174942321047	211155504|probability of observing >= 12 mutations is too small	NA	missense	NA	0.0664403155880082	0.12775573228987	0.212339513415809	211155504|probability of observing >= 12 mutations is too small	NA	0.283174942321047
GRSF1	4610	0.242281850643525	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.163467281513109	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	1
GRTP1	20310	0.152520943469541	0.135028046466434	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.116730433971623	0.135028046466434	0.331476907284014	453454654|probability of observing >= 15 mutations is too small	NA	1
GRXCR1	31673	0.124305355902176	0.280610706956868	0.162829009548639	239980477|probability of observing >= 12 mutations is too small	NA	missense	NA	0.0797932893806545	0.280610706956868	0.0988391379422739	239980477|probability of observing >= 12 mutations is too small	NA	0.162829009548639
GSAP	28042	0.255208894739986	0.197167993400139	1	0|observed < expected, pvalue set at 1	0.588345411654588	missense	0.588345411654588	0.155597622858854	0.196167993400139	0.382731500579307	666834102|probability of observing >= 18 mutations is too small	0.560888271900603	0.560888271900603
GSC	4612	0.343982872015522	0.674440485895867	0.227723551495646	469780965|probability of observing >= 15 mutations is too small	NA	missense	NA	0.316185635142042	0.673440485895867	0.21441262776722	469780965|probability of observing >= 15 mutations is too small	NA	0.227723551495646
GSDMA	13311	0.143616732879705	0.117843605239659	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.0813389279708425	0.116843605239659	0.245274265181661	406537185|probability of observing >= 15 mutations is too small	NA	1
GSDMC	7151	0.13201201327151	0.717437733439678	0.0296259850922536	364016336|probability of observing >= 14 mutations is too small	0.534482465517535	missense	0.534482465517535	0.0684270619770627	0.196167993400139	0.133450081629546	364016336|probability of observing >= 14 mutations is too small	0.259663824839235	0.0296259850922536
GSDMD	25697	0.17341278274282	0.311862107062515	0.158098731052513	617841996|probability of observing >= 17 mutations is too small	0.0195389804610195	missense	0.0195389804610195	0.11318866575559	0.311862107062515	0.0623846586113262	617841996|probability of observing >= 17 mutations is too small	0.00939770201329834	0.00939770201329834
GSDME	2810	0.151370334895279	0.19839882547626	0.276940674564892	441268560|probability of observing >= 15 mutations is too small	NA	missense	NA	0.0989577826056028	0	1	0|observed < expected, pvalue set at 1	NA	0.276940674564892
GSE1	28979	0.596394437324344	2.08300921213683	0.00334573731355119	1063436393|probability of observing >= 25 mutations is too small	0.865128134871865	missense	0.865128134871865	0.452082641207664	0.785980657918919	0.138817960869344	1063436393|probability of observing >= 25 mutations is too small	0.374633697590534	0.00334573731355119
GSG1	19716	0.142465907661153	0.111526521070679	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.0923955046394577	0.111526521070679	0.296245441922542	351237636|probability of observing >= 14 mutations is too small	NA	1
GSG1L	28283	0.190287087316434	0.482402284717418	0.117052589613614	493682583|probability of observing >= 16 mutations is too small	0.999779000221	missense	0.999779000221	0.135660516861132	0.482402284717418	0.0503961603648697	493682583|probability of observing >= 16 mutations is too small	0.200938560344089	0.117052589613614
GSK3A	4616	0.520157941227879	0.37588962782061	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.391303533103071	0.37488962782061	1	0|observed < expected, pvalue set at 1	NA	1
GSK3B	4617	0.430875688485284	2.69896097859469	0.00199534817413041	367122917|probability of observing >= 14 mutations is too small	NA	missense	NA	0.282762408541861	0	1	0|observed < expected, pvalue set at 1	NA	0.00199534817413041
GSKIP	20343	0.0503916466090085	0.320467966917001	0.0307798952825022	112978016|probability of observing >= 10 mutations is too small	0.305893694106306	missense	0.305893694106306	0.0365681425753113	0.320467966917001	0.0117281268927681	112978016|probability of observing >= 10 mutations is too small	0.0237865383224934	0.0237865383224934
GSPT2	4622	0.200262615518558	0.777253270059185	0.0754895029942626	324756458|probability of observing >= 14 mutations is too small	NA	missense	NA	0.139109984442379	0.777253270059185	0.0158427632336456	324756458|probability of observing >= 14 mutations is too small	NA	0.0754895029942626
GSR	4623	0.240234847848731	0.65515479412651	0.0746040613658013	557898957|probability of observing >= 16 mutations is too small	0.172682827317173	missense	0.172682827317173	0.181226728091994	0.65515479412651	0.0281927273847296	557898957|probability of observing >= 16 mutations is too small	0.0307925803461092	0.0307925803461092
GSS	4624	0.221571407964471	0.246954361830831	0.395839997382278	428862389|probability of observing >= 15 mutations is too small	NA	missense	NA	0.145487560696362	0.246954361830831	0.302714155980557	428862389|probability of observing >= 15 mutations is too small	NA	0.395839997382278
GSTO1	13312	0.0854108568092943	0.159690926702222	0.222705059673241	180065157|probability of observing >= 11 mutations is too small	NA	missense	NA	0.0638465609267779	0.159690926702222	0.180064211146084	180065157|probability of observing >= 11 mutations is too small	NA	0.222705059673241
GSTO2	23064	0.0835201778757293	0.0980839967000696	0.337916308191436	180336210|probability of observing >= 11 mutations is too small	NA	missense	NA	0.0539296299487477	0.0980839967000696	0.293281477522215	180336210|probability of observing >= 11 mutations is too small	NA	0.337916308191436
GSX2	24959	0.158512163599097	0.647014277108956	0.0448759946362995	459678650|probability of observing >= 15 mutations is too small	NA	missense	NA	0.124833779876176	0	1	0|observed < expected, pvalue set at 1	NA	0.0448759946362995
GTDC1	20887	0.138937659072783	0.933248568426235	0.00762153955913432	304098828|probability of observing >= 13 mutations is too small	NA	missense	NA	0.0907772736485867	0.286234291317279	0.102553791615065	304098828|probability of observing >= 13 mutations is too small	NA	0.00762153955913432
GTF2E1	4650	0.178506038885342	0.001	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.130466798595722	0	1	0|observed < expected, pvalue set at 1	NA	1
GTF2E2	4651	0.132727562587121	0.001	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.0767443766231345	0	1	0|observed < expected, pvalue set at 1	NA	1
GTF2F1	4652	0.267761353990118	0.639694306054621	0.107662113314488	671295995|probability of observing >= 18 mutations is too small	0.767255232744767	missense	0.767255232744767	0.204656643472038	0.638694306054621	0.0386934330078233	671295995|probability of observing >= 18 mutations is too small	0.13410014467802	0.107662113314488
GTF2F2	4653	0.11138586650885	0.001	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.0618549559888658	0	1	0|observed < expected, pvalue set at 1	NA	1
GTF2H1	4655	0.413883241355449	0.937863206172545	0.133683193482053	422037228|probability of observing >= 15 mutations is too small	0.0172259827740172	missense	0.0172259827740172	0.268872944177718	0.936863206172545	0.058311036536953	422037228|probability of observing >= 15 mutations is too small	0.00793858783805157	0.00793858783805157
GTF2H3	4657	0.12552037745772	0.001	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.0806035857107958	0	1	0|observed < expected, pvalue set at 1	NA	1
GTF2H4	4658	0.239931559564046	0.001	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.167632663293183	0	1	0|observed < expected, pvalue set at 1	NA	1
GTF2I	4659	0.64210876011871	0.212319098771006	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.477098614643663	0.212319098771006	1	0|observed < expected, pvalue set at 1	NA	1
GTF2IRD1	4661	0.564258248334548	0.0990839967000696	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.419626558105986	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	1
GTF3A	4662	0.138009514010836	0.0990839967000696	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.0999886974860408	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	1
GTF3C1	4664	0.957478911507959	1.58979959321204	0.126099182582219	1153571680|probability of observing >= 30 mutations is too small	0.771464228535771	missense	0.771464228535771	0.677190739678934	0.751638829776238	0.38665346406449	1153571680|probability of observing >= 30 mutations is too small	0.65912733802989	0.126099182582219
GTF3C2	4665	0.414042990373214	0.464642562609655	0.366800594581004	765474975|probability of observing >= 19 mutations is too small	0.236449763550236	missense	0.236449763550236	0.234034293790844	0.464642562609655	0.151706537124826	765474975|probability of observing >= 19 mutations is too small	0.155243366615344	0.155243366615344
GTF3C3	4666	0.442471720898713	0.389413418225152	1	0|observed < expected, pvalue set at 1	0.417876582123418	missense	0.417876582123418	0.318556247243481	0.389413418225152	0.299975803308679	693780124|probability of observing >= 18 mutations is too small	0.385663453953354	0.385663453953354
GTF3C4	4667	0.294534121417426	0.280856473909479	1	0|observed < expected, pvalue set at 1	0.659138340861659	missense	0.659138340861659	0.207124398827519	0.280856473909479	0.301836638048106	720134642|probability of observing >= 18 mutations is too small	0.520198303770026	0.520198303770026
GTF3C5	4668	0.330441767711221	1.03518460504635	0.0351300347872489	740667280|probability of observing >= 19 mutations is too small	0.236310763689236	missense	0.236310763689236	0.228453893213488	1.03418460504635	0.00355784338423511	740667280|probability of observing >= 19 mutations is too small	0.00679432987991511	0.00679432987991511
GTPBP1	4669	1.00176646659478	0.533649031972628	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.82839298390728	0.533649031972628	1	0|observed < expected, pvalue set at 1	NA	1
GTPBP10	25106	0.127066583789618	0.130505574195663	0.315830650080539	269227995|probability of observing >= 13 mutations is too small	NA	missense	NA	0.0837258727076526	0.130505574195663	0.243190355930406	269227995|probability of observing >= 13 mutations is too small	NA	0.315830650080539
GTPBP6	30189	0.0545270854510387	0.196167993400139	0.0912164579726071	218442718|probability of observing >= 12 mutations is too small	0.514344485655515	missense	0.514344485655515	0.0400778710199716	0.196167993400139	0.0612400984808621	218442718|probability of observing >= 12 mutations is too small	0.140414520954761	0.0912164579726071
GTPBP8	25007	0.113326047513786	0.400376940861653	0.0750684889130412	274300830|probability of observing >= 13 mutations is too small	NA	missense	NA	0.0816335039829317	0	1	0|observed < expected, pvalue set at 1	NA	0.0750684889130412
GTSE1	13698	0.223844645519562	0.414210961264645	0.161074609370948	706719403|probability of observing >= 18 mutations is too small	0.651315348684651	missense	0.651315348684651	0.162537393224631	0.413210961264645	0.0728954209466205	706719403|probability of observing >= 18 mutations is too small	0.192166389913534	0.161074609370948
GTSF1L	16198	0.0437099653275388	0.001	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.027081505555518	0	1	0|observed < expected, pvalue set at 1	NA	1
GUCA1B	4679	0.0923105541944686	0.0980839967000696	0.329981879777995	181284865|probability of observing >= 11 mutations is too small	NA	missense	NA	0.0629967581989516	0.0980839967000696	0.28458334846778	181284865|probability of observing >= 11 mutations is too small	NA	0.329981879777995
GUCA1C	4680	0.0504613548675261	0.648014277108956	0.00503622713009731	132549437|probability of observing >= 10 mutations is too small	NA	missense	NA	0.0334611467810001	0	1	0|observed < expected, pvalue set at 1	NA	0.00503622713009731
GUCA2A	4682	0.0313165104443507	0.0980839967000696	0.163421542974464	96297501|probability of observing >= 9 mutations is too small	NA	missense	NA	0.0226570807239674	0.0980839967000696	0.14475203619482	96297501|probability of observing >= 9 mutations is too small	NA	0.163421542974464
GUCY1A2	4684	0.296464450458012	0.001	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.190314427203297	0	1	0|observed < expected, pvalue set at 1	NA	1
GUCY1B1	4687	0.273341047054542	0.001	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.193087023367007	0	1	0|observed < expected, pvalue set at 1	NA	1
GUCY2C	4688	0.399764380909594	0.210996867306667	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.257749286207657	0.209996867306667	1	0|observed < expected, pvalue set at 1	NA	1
GUCY2D	4689	0.732985291853832	1.1927199582465	0.183693641300718	1061245057|probability of observing >= 25 mutations is too small	0.764297235702764	missense	0.764297235702764	0.60162981832248	0.79134301738485	0.294113218982842	1061245057|probability of observing >= 25 mutations is too small	0.560308882689727	0.183693641300718
GUCY2F	4691	0.237845873547785	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.154034371467783	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	1
GUF1	25799	0.267392300676448	0.67979112169805	0.0956512887720919	533332718|probability of observing >= 16 mutations is too small	NA	missense	NA	0.171731072675565	0.279414180836397	0.268080855186267	533332718|probability of observing >= 16 mutations is too small	NA	0.0956512887720919
GUSB	4696	0.291170864085094	0.001	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.19802088550532	0	1	0|observed < expected, pvalue set at 1	NA	1
GXYLT1	27482	0.194828269288635	0.0990839967000696	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.122537070008326	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	1
GYG1	4699	0.137868496679481	0.001	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.0911151195174835	0	1	0|observed < expected, pvalue set at 1	NA	1
GYPC	4704	0.0414767765991059	0.196167993400139	0.0790391119662895	123460972|probability of observing >= 10 mutations is too small	NA	missense	NA	0.0307203350183009	0.196167993400139	0.0553711840864434	123460972|probability of observing >= 10 mutations is too small	NA	0.0790391119662895
GYS1	4706	0.435195685262349	0.836624169639325	0.14104748814004	821743107|probability of observing >= 20 mutations is too small	0.961464038535962	missense	0.961464038535962	0.322616603462104	0.832624169639325	0.0527994661457609	821743107|probability of observing >= 20 mutations is too small	0.202071894220596	0.14104748814004
GYS2	4707	0.313383248207893	0.240488900409487	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.197231495895816	0.240488900409487	0.410915560940297	575153930|probability of observing >= 17 mutations is too small	NA	1
GZF1	15808	0.249372200830507	0.373980555280971	0.248825853774774	686060372|probability of observing >= 18 mutations is too small	0.845167154832845	missense	0.845167154832845	0.188096279144776	0.373980555280971	0.166107567589163	686060372|probability of observing >= 18 mutations is too small	0.416019410905894	0.248825853774774
GZMA	4708	0.0778583730677515	0.186863110938912	0.162641940846908	180398083|probability of observing >= 11 mutations is too small	NA	missense	NA	0.0462426279491425	0	1	0|observed < expected, pvalue set at 1	NA	0.162641940846908
GZMB	4709	0.0973703401834932	0.197167993400139	0.154659883250125	233409473|probability of observing >= 12 mutations is too small	0.0549059450940549	missense	0.0549059450940549	0.0516459554407334	0.196167993400139	0.0956012409694995	233409473|probability of observing >= 12 mutations is too small	0.0328051697277641	0.0328051697277641
GZMM	4712	0.0851584818516817	0.12865090670197	0.23262845081842	289715516|probability of observing >= 13 mutations is too small	NA	missense	NA	0.0625221566144851	0.12865090670197	0.185016028636085	289715516|probability of observing >= 13 mutations is too small	NA	0.23262845081842
H1FNT	24893	0.131403624206988	0.001	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.0926879294548028	0	1	0|observed < expected, pvalue set at 1	NA	1
H1FOO	18463	0.0882952895819221	0.301140290089219	0.0580219787849687	327003771|probability of observing >= 14 mutations is too small	0.225457774542225	missense	0.225457774542225	0.0701388497248654	0.301140290089219	0.0306179154577587	327003771|probability of observing >= 14 mutations is too small	0.0412511759960379	0.0412511759960379
H1FX	4722	0.0901506275110844	0.147767733925244	0.227870136878126	331349108|probability of observing >= 14 mutations is too small	NA	missense	NA	0.0752136896560305	0.147767733925244	0.1983320725655	331349108|probability of observing >= 14 mutations is too small	NA	0.227870136878126
H2AFV	20664	0.145323003514188	0.690094942488464	0.0842758718828787	118862661|probability of observing >= 10 mutations is too small	NA	missense	NA	0.132606512380321	0.690094942488464	0.0808050963789753	118862661|probability of observing >= 10 mutations is too small	NA	0.0842758718828787
H2AFX	4739	0.349059214193186	0.832910255589907	0.206983435617768	234866384|probability of observing >= 12 mutations is too small	NA	missense	NA	0.321464540228843	0.832910255589907	0.183827473729616	234866384|probability of observing >= 12 mutations is too small	NA	0.206983435617768
H2AFY	4740	0.262498841879731	0.738181950679808	0.129421589604162	367352122|probability of observing >= 14 mutations is too small	NA	missense	NA	0.235316223413914	0.737181950679808	0.122989146146781	367352122|probability of observing >= 14 mutations is too small	NA	0.129421589604162
H2AFZ	4741	0.213290365628941	0.694572758049403	0.20624371783373	129922824|probability of observing >= 10 mutations is too small	NA	missense	NA	0.184177698469494	0.694572758049403	0.182254445838481	129922824|probability of observing >= 10 mutations is too small	NA	0.20624371783373
H2BFM	27867	0.0516507277866907	0.241894435208199	0.0435675517036994	154728715|probability of observing >= 11 mutations is too small	NA	missense	NA	0.0334564458637631	0.241894435208199	0.016436796719425	154728715|probability of observing >= 11 mutations is too small	NA	0.0435675517036994
H2BFWT	27252	0.0350182937984745	0.179724715947407	0.0574058684182835	118359870|probability of observing >= 10 mutations is too small	NA	missense	NA	0.0256438156971418	0.179724715947407	0.0338189497667521	118359870|probability of observing >= 10 mutations is too small	NA	0.0574058684182835
H3F3A	4764	0.252585484064771	9.28123846893975	1e-14	164719633|p value was 0, set at 10^-14	0.118546881453119	missense	0.118546881453119	0.217987039244208	9.28123846893975	1e-14	164719633|p value was 0, set at 10^-14	4.19284174497425e-14	1e-14
H6PD	4795	0.332593182444042	0.857577693735916	0.0683302042179701	822440367|probability of observing >= 20 mutations is too small	0.136961863038137	missense	0.136961863038137	0.242237469954723	0.856577693735915	0.0120840660580767	822440367|probability of observing >= 20 mutations is too small	0.0122539042208774	0.0122539042208774
HABP2	4798	0.171667832127445	0.434686734316775	0.110997625152238	452082064|probability of observing >= 15 mutations is too small	0.212425787574212	missense	0.212425787574212	0.113509543369459	0.433686734316775	0.0361981942687802	452082064|probability of observing >= 15 mutations is too small	0.0451208722246185	0.0451208722246185
HABP4	17062	0.289187459649614	0.462112967280892	0.261376681550423	524512285|probability of observing >= 16 mutations is too small	0.493616506383494	missense	0.493616506383494	0.234367406379065	0.462112967280892	0.204602380579391	524512285|probability of observing >= 16 mutations is too small	0.332544905145533	0.261376681550423
HACD1	9639	0.122637876574633	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.0830837425168059	0.0980839967000696	0.488372696041113	386400808|probability of observing >= 14 mutations is too small	NA	1
HACD3	24175	0.186047908328919	0.462799822770375	0.140886139242336	341960050|probability of observing >= 14 mutations is too small	NA	missense	NA	0.112835451109748	0	1	0|observed < expected, pvalue set at 1	NA	0.140886139242336
HACD4	20920	0.0709043799328906	0.400376940861653	0.0517777689841573	157301705|probability of observing >= 11 mutations is too small	NA	missense	NA	0.0424345110328492	0	1	0|observed < expected, pvalue set at 1	NA	0.0517777689841573
HACE1	21033	0.491890103035689	2.64661302996492	0.00116550429401375	675821183|probability of observing >= 18 mutations is too small	0.424274575725424	missense	0.424274575725424	0.373046114804223	2.24370039336874	0.00149693618047711	675821183|probability of observing >= 18 mutations is too small	0.00531062157790233	0.00116550429401375
HADH	4799	0.246719797922341	0.138286415328856	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.129416520290727	0.138286415328856	0.019846205966662	940615768|probability of observing >= 22 mutations is too small	NA	1
HAGH	4805	0.141078264712011	0.269684891924293	0.190141904227198	411722136|probability of observing >= 15 mutations is too small	0.563659436340564	missense	0.563659436340564	0.100786607841688	0.269684891924293	0.1240498673148	411722136|probability of observing >= 15 mutations is too small	0.25594041303154	0.190141904227198
HAGHL	14177	0.190813627628292	0.876568279582858	0.0118944876271005	623396921|probability of observing >= 17 mutations is too small	NA	missense	NA	0.15337776507116	0.229554002473902	0.272479023489584	623396921|probability of observing >= 17 mutations is too small	NA	0.0118944876271005
HAND1	4807	0.135195393213362	0.262742935048427	0.215393337631862	298582356|probability of observing >= 13 mutations is too small	NA	missense	NA	0.117372547308484	0.262742935048427	0.190881736265263	298582356|probability of observing >= 13 mutations is too small	NA	0.215393337631862
HAND2	4808	0.112857821650341	0.844807944145037	0.00625555083926241	311642771|probability of observing >= 13 mutations is too small	NA	missense	NA	0.0888001496624321	0.196793667036081	0.202130919248543	311642771|probability of observing >= 13 mutations is too small	NA	0.00625555083926241
HAO1	4809	0.147635664242428	0.401376940861653	0.110630405852464	302010454|probability of observing >= 13 mutations is too small	NA	missense	NA	0.107283520037497	0	1	0|observed < expected, pvalue set at 1	NA	0.110630405852464
HAP1	4812	0.233096788297879	0.745098273809026	0.0642460715399125	712866784|probability of observing >= 18 mutations is too small	NA	missense	NA	0.150209100810489	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	0.0642460715399125
HAPLN3	21446	0.195423098300095	0.183519945135822	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.141310585351899	0.182519945135822	0.342649130829248	528461413|probability of observing >= 16 mutations is too small	NA	1
HARBI1	26522	0.143924764237256	0.001	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.0950892719626248	0	1	0|observed < expected, pvalue set at 1	NA	1
HARS	4816	0.25930629175241	0.286234291317279	0.385555774743304	467800175|probability of observing >= 15 mutations is too small	NA	missense	NA	0.181623209015531	0.286234291317279	0.293786743054899	467800175|probability of observing >= 15 mutations is too small	NA	0.385555774743304
HARS2	4817	0.212986602363522	0.001	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.147764571208251	0	1	0|observed < expected, pvalue set at 1	NA	1
HAS1	4818	0.411918471058446	0.246268191174859	1	0|observed < expected, pvalue set at 1	0.100842899157101	missense	0.100842899157101	0.34515015542705	0.246268191174859	1	0|observed < expected, pvalue set at 1	0.33219581387768	0.33219581387768
HAS2	4819	0.338748864494115	1.59108162311204	0.0169974122908844	420227973|probability of observing >= 15 mutations is too small	0.114721885278115	missense	0.114721885278115	0.211064122696632	0.678877935969646	0.0698830678498712	420227973|probability of observing >= 15 mutations is too small	0.046709139258616	0.0169974122908844
HAS3	4820	0.305019496722345	0.731911786471466	0.0998460625974061	635222390|probability of observing >= 17 mutations is too small	0.697859302140698	missense	0.697859302140698	0.220125316653619	0.731911786471466	0.0308396726084907	635222390|probability of observing >= 17 mutations is too small	0.104137112152295	0.0998460625974061
HASPIN	19682	0.27305174508404	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.19253163505503	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	1
HAUS3	28719	0.167663428139583	0.999118275639095	0.00905220064716984	406536660|probability of observing >= 15 mutations is too small	0.0122169877830122	missense	0.0122169877830122	0.0986903643649941	0.53631845286872	0.00836739157898899	406536660|probability of observing >= 15 mutations is too small	0.00104149623129765	0.00104149623129765
HAUS5	29130	0.271983328871012	0.751496944920638	0.0710948663745421	718388295|probability of observing >= 18 mutations is too small	NA	missense	NA	0.165436331110043	0.102482667811682	1	0|observed < expected, pvalue set at 1	NA	0.0710948663745421
HAUS6	25948	0.25926559900907	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.160187008906104	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	1
HAUS7	32979	0.141881405060395	0.270337949016476	0.166125536959464	261765214|probability of observing >= 13 mutations is too small	NA	missense	NA	0.0812047426737612	0.270337949016476	0.100764250054116	261765214|probability of observing >= 13 mutations is too small	NA	0.166125536959464
HAUS8	30532	0.12061771930063	0.771988211852968	0.012168763194425	391552699|probability of observing >= 14 mutations is too small	NA	missense	NA	0.0726393945820459	0.124973934744012	0.197337590763114	391552699|probability of observing >= 14 mutations is too small	NA	0.012168763194425
HAVCR1	17866	0.105221941432268	0.0990839967000696	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.0669838186639223	0.0980839967000696	0.474581804080775	357434917|probability of observing >= 14 mutations is too small	NA	1
HAVCR2	18437	0.082102346421644	0.104748877251438	0.237011731943601	228766337|probability of observing >= 12 mutations is too small	NA	missense	NA	0.054802965487341	0.103748877251438	0.19533950803261	228766337|probability of observing >= 12 mutations is too small	NA	0.237011731943601
HAX1	16915	0.131833908780831	0.273383032824327	0.182247194906341	259400789|probability of observing >= 13 mutations is too small	NA	missense	NA	0.0921451809181582	0.273383032824327	0.120773197791104	259400789|probability of observing >= 13 mutations is too small	NA	0.182247194906341
HBB	4827	0.0388539974859191	0.187614876845227	0.0918586647875307	112409896|probability of observing >= 10 mutations is too small	NA	missense	NA	0.0308525968247703	0	1	0|observed < expected, pvalue set at 1	NA	0.0918586647875307
HBP1	23200	0.218647528224359	0.001	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.141170049328869	0	1	0|observed < expected, pvalue set at 1	NA	1
HBS1L	4834	0.4154601159347	0.818245027209962	0.141188331091918	829025249|probability of observing >= 20 mutations is too small	0.397514602485398	missense	0.397514602485398	0.263474117675935	0.818245027209962	0.0266695983611647	829025249|probability of observing >= 20 mutations is too small	0.0588042229124483	0.0588042229124483
HCAR1	4532	0.20097045014298	0.132329968083456	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.147107814163939	0.132329968083456	1	0|observed < expected, pvalue set at 1	NA	1
HCFC1	4839	1.36156822671909	3.26720681237089	0.0439547593535954	1000191401|probability of observing >= 23 mutations is too small	0.000831999168000833	missense	0.000831999168000833	1.17165108356023	3.26620681237089	0.0244315816422709	1000191401|probability of observing >= 23 mutations is too small	0.000239931575083812	0.000239931575083812
HCFC2	24972	0.301810183867471	0.001	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.196997870008321	0	1	0|observed < expected, pvalue set at 1	NA	1
HCK	4840	0.279524821318102	0.269776935318783	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.1885150089019	0.269776935318783	0.327744846013214	571080972|probability of observing >= 17 mutations is too small	NA	1
HCLS1	4844	0.197943931571694	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.125809148630429	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	1
HCN1	4845	0.672405208081851	0.001	1	0|observed < expected, pvalue set at 1	NA	NA	NA	0.544320971665575	0	1	0|observed < expected, pvalue set at 1	NA	1
HCN2	4846	0.933400652475264	0.490647328209455	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.859260159801114	0.489647328209455	1	0|observed < expected, pvalue set at 1	NA	1
HCN3	19183	0.47399178560203	0.145301772449118	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.40283903523739	0.145301772449118	1	0|observed < expected, pvalue set at 1	NA	1
HCN4	16882	0.964668023192884	1.24361103415858	0.311355299278595	1073075493|probability of observing >= 25 mutations is too small	0.356951643048357	missense	0.356951643048357	0.84754394479924	1.24361103415858	0.247909079905472	1073075493|probability of observing >= 25 mutations is too small	0.303070135014461	0.303070135014461
